"district","town","precinct","NA.1","NA","NA.3","NA.2","votes"
"","Essex","Maidstone","Republican","",67,"Dan Feliciano",
"","Bennington","Manchester","Republican","",901,"Dan Feliciano",
"","Windham","Marlboro","Republican","",92,"Dan Feliciano",
"","Washington","Marshfield","Republican","",300,"Dan Feliciano",
"","Rutland","Mendon","Republican","",324,"Dan Feliciano",
"","Addison","Middlebury","Republican","",885,"Dan Feliciano",
"","Washington","Middlesex","Republican","",275,"Dan Feliciano",
"","Rutland","Middletown Springs","Republican","",207,"Dan Feliciano",
"","Chittenden","Milton","Republican","",2034,"Dan Feliciano",
"","Chittenden","Milton","Republican","",358,"Dan Feliciano",
"","Addison","Monkton","Republican","",461,"Dan Feliciano",
"","Franklin","Montgomery","Republican","",217,"Dan Feliciano",
"","Washington","Montpelier","Republican","",794,"Dan Feliciano",
"","Washington","Moretown","Republican","",287,"Dan Feliciano",
"","Orleans","Morgan","Republican","",185,"Dan Feliciano",
"","Lamoille","Morristown","Republican","",947,"Dan Feliciano",
"","Rutland","Mount Holly","Republican","",332,"Dan Feliciano",
"","Rutland","Mount Tabor","Republican","",41,"Dan Feliciano",
"","Addison","New Haven","Republican","",430,"Dan Feliciano",
"","Caledonia","Newark","Republican","",113,"Dan Feliciano",
"","Orange","Newbury","Republican","",426,"Dan Feliciano",
"","Windham","Newfane","Republican","",241,"Dan Feliciano",
"","Orleans","Newport City","Republican","",603,"Dan Feliciano",
"","Orleans","Newport Town","Republican","",305,"Dan Feliciano",
"","Grand Isle","North Hero","Republican","",305,"Dan Feliciano",
"","Washington","Northfield","Republican","",835,"Dan Feliciano",
"","Essex","Norton","Republican","",43,"Dan Feliciano",
"","Windsor","Norwich","Republican","",362,"Dan Feliciano",
"","Orange","Orange","Republican","",289,"Dan Feliciano",
"","Addison","Orwell","Republican","",335,"Dan Feliciano",
"","Addison","Panton","Republican","",158,"Dan Feliciano",
"","Rutland","Pawlet","Republican","",317,"Dan Feliciano",
"","Caledonia","Peacham","Republican","",163,"Dan Feliciano",
"","Bennington","Peru","Republican","",79,"Dan Feliciano",
"","Rutland","Pittsfield","Republican","",117,"Dan Feliciano",
"","Rutland","Pittsford","Republican","",707,"Dan Feliciano",
"","Washington","Plainfield","Republican","",172,"Dan Feliciano",
"","Windsor","Plymouth","Republican","",140,"Dan Feliciano",
"","Windsor","Pomfret","Republican","",186,"Dan Feliciano",
"","Rutland","Poultney","Republican","",640,"Dan Feliciano",
"","Bennington","Pownal","Republican","",593,"Dan Feliciano",
"","Rutland","Proctor","Republican","",380,"Dan Feliciano",
"","Windham","Putney","Republican","",222,"Dan Feliciano",
"","Orange","Randolph","Republican","",837,"Dan Feliciano",
"","Windsor","Reading","Republican","",140,"Dan Feliciano",
"","Bennington","Readsboro","Republican","",152,"Dan Feliciano",
"","Franklin","Richford","Republican","",357,"Dan Feliciano",
"","Chittenden","Richmond","Republican","",776,"Dan Feliciano",
"","Addison","Ripton","Republican","",74,"Dan Feliciano",
"","Windsor","Rochester","Republican","",187,"Dan Feliciano",
"","Windham","Rockingham","Republican","",596,"Dan Feliciano",
"","Washington","Roxbury","Republican","",132,"Dan Feliciano",
"","Windsor","Royalton","Republican","",457,"Dan Feliciano",
"","Bennington","Rupert","Republican","",156,"Dan Feliciano",
"","Rutland","Rutland City","Republican","",938,"Dan Feliciano",
"","Rutland","Rutland City","Republican","",744,"Dan Feliciano",
"","Rutland","Rutland City","Republican","",557,"Dan Feliciano",
"","Rutland","Rutland City","Republican","",647,"Dan Feliciano",
"","Rutland","Rutland Town","Republican","",1123,"Dan Feliciano",
"","Caledonia","Ryegate","Republican","",258,"Dan Feliciano",
"","Addison","Salisbury","Republican","",224,"Dan Feliciano",
"","Bennington","Sandgate","Republican","",95,"Dan Feliciano",
"","Bennington","Searsburg","Republican","",29,"Dan Feliciano",
"","Bennington","Shaftsbury","Republican","",708,"Dan Feliciano",
"","Windsor","Sharon","Republican","",244,"Dan Feliciano",
"","Caledonia","Sheffield","Republican","",121,"Dan Feliciano",
"","Chittenden","Shelburne","Republican","",740,"Dan Feliciano",
"","Chittenden","Shelburne","Republican","",776,"Dan Feliciano",
"","Franklin","Sheldon","Republican","",393,"Dan Feliciano",
"","Addison","Shoreham","Republican","",243,"Dan Feliciano",
"","Rutland","Shrewsbury","Republican","",279,"Dan Feliciano",
"","Chittenden","South Burlington","Republican","",704,"Dan Feliciano",
"","Chittenden","South Burlington","Republican","",993,"Dan Feliciano",
"","Chittenden","South Burlington","Republican","",614,"Dan Feliciano",
"","Chittenden","South Burlington","Republican","",719,"Dan Feliciano",
"","Grand Isle","South Hero","Republican","",414,"Dan Feliciano",
"","Windsor","Springfield","Republican","",67,"Dan Feliciano",
"","Windsor","Springfield","Republican","",1524,"Dan Feliciano",
"",,"Saint  Albans City","Republican","",971,"Dan Feliciano",
"",,"Saint  Albans Town","Republican","",493,"Dan Feliciano",
"",,"Saint  Albans Town","Republican","",969,"Dan Feliciano",
"",,"Saint  George","Republican","",129,"Dan Feliciano",
"",,"Saint  Johnsbury","Republican","",1254,"Dan Feliciano",
"","Bennington","Stamford","Republican","",211,"Dan Feliciano",
"","Caledonia","Stannard","Republican","",25,"Dan Feliciano",
"","Addison","Starksboro","Republican","",324,"Dan Feliciano",
"","Windsor","Stockbridge","Republican","",165,"Dan Feliciano",
"","Lamoille","Stowe","Republican","",978,"Dan Feliciano",
"","Orange","Strafford","Republican","",142,"Dan Feliciano",
"","Windham","Stratton","Republican","",69,"Dan Feliciano",
"","Rutland","Sudbury","Republican","",125,"Dan Feliciano",
"","Bennington","Sunderland","Republican","",41,"Dan Feliciano",
"","Bennington","Sunderland","Republican","",155,"Dan Feliciano",
"","Caledonia","Sutton","Republican","",205,"Dan Feliciano",
"","Franklin","Swanton","Republican","",1293,"Dan Feliciano",
"","Orange","Thetford","Republican","",374,"Dan Feliciano",
"","Rutland","Tinmouth","Republican","",34,"Dan Feliciano",
"","Rutland","Tinmouth","Republican","",87,"Dan Feliciano",
"","Orange","Topsham","Republican","",268,"Dan Feliciano",
"","Windham","Townshend","Republican","",211,"Dan Feliciano",
"","Orleans","Troy","Republican","",79,"Dan Feliciano",
"","Orleans","Troy","Republican","",184,"Dan Feliciano",
"","Orange","Tunbridge","Republican","",250,"Dan Feliciano",
"","Chittenden","Underhill","Republican","",702,"Dan Feliciano",
"","Addison","Vergennes","Republican","",422,"Dan Feliciano",
"","Windham","Vernon","Republican","",518,"Dan Feliciano",
"","Orange","Vershire","Republican","",116,"Dan Feliciano",
"","Essex","Victory","Republican","",28,"Dan Feliciano",
"","Washington","Waitsfield","Republican","",300,"Dan Feliciano",
"","Caledonia","Walden","Republican","",178,"Dan Feliciano",
"","Rutland","Wallingford","Republican","",497,"Dan Feliciano",
"","Addison","Waltham","Republican","",115,"Dan Feliciano",
"","Windham","Wardsboro","Republican","",146,"Dan Feliciano",
"","Washington","Warren","Republican","",269,"Dan Feliciano",
"","Orange","Washington","Republican","",272,"Dan Feliciano",
"","Washington","Waterbury","Republican","",878,"Dan Feliciano",
"","Caledonia","Waterford","Republican","",379,"Dan Feliciano",
"","Lamoille","Waterville","Republican","",167,"Dan Feliciano",
"","Windsor","Weathersfield","Republican","",683,"Dan Feliciano",
"","Rutland","Wells","Republican","",301,"Dan Feliciano",
"","Orange","West Fairlee","Republican","",106,"Dan Feliciano",
"","Rutland","West Haven","Republican","",77,"Dan Feliciano",
"","Rutland","West Rutland","Republican","",531,"Dan Feliciano",
"","Windsor","West Windsor","Republican","",251,"Dan Feliciano",
"","Orleans","Westfield","Republican","",119,"Dan Feliciano",
"","Chittenden","Westford","Republican","",508,"Dan Feliciano",
"","Windham","Westminster","Republican","",27,"Dan Feliciano",
"","Windham","Westminster","Republican","",354,"Dan Feliciano",
"","Orleans","Westmore","Republican","",88,"Dan Feliciano",
"","Windsor","Weston","Republican","",145,"Dan Feliciano",
"","Addison","Weybridge","Republican","",168,"Dan Feliciano",
"","Caledonia","Wheelock","Republican","",174,"Dan Feliciano",
"","Addison","Whiting","Republican","",71,"Dan Feliciano",
"","Windham","Whitingham","Republican","",275,"Dan Feliciano",
"","Windham","Whitingham","Republican","",11,"Dan Feliciano",
"","Orange","Williamstown","Republican","",718,"Dan Feliciano",
"","Chittenden","Williston","Republican","",2140,"Dan Feliciano",
"","Windham","Wilmington","Republican","",350,"Dan Feliciano",
"","Windham","Windham","Republican","",108,"Dan Feliciano",
"","Windsor","Windsor","Republican","",506,"Dan Feliciano",
"","Bennington","Winhall","Republican","",194,"Dan Feliciano",
"","Chittenden","Winooski","Republican","",672,"Dan Feliciano",
"","Lamoille","Wolcott","Republican","",301,"Dan Feliciano",
"","Washington","Woodbury","Republican","",176,"Dan Feliciano",
"","Bennington","Woodford","Republican","",58,"Dan Feliciano",
"","Windsor","Woodstock","Republican","",562,"Dan Feliciano",
"","Washington","Worcester","Republican","",148,"Dan Feliciano",
"","Addison","Addison","Liberty Union","",26,"Marina Brown",
"","Orleans","Albany","Liberty Union","",44,"Marina Brown",
"","Grand Isle","Alburgh","Liberty Union","",47,"Marina Brown",
"","Windsor","Andover","Liberty Union","",19,"Marina Brown",
"","Bennington","Arlington","Liberty Union","",74,"Marina Brown",
"","Windham","Athens","Liberty Union","",23,"Marina Brown",
"","Franklin","Bakersfield","Liberty Union","",32,"Marina Brown",
"","Windsor","Baltimore","Liberty Union","",7,"Marina Brown",
"","Windsor","Barnard","Liberty Union","",35,"Marina Brown",
"","Caledonia","Barnet","Liberty Union","",62,"Marina Brown",
"","Washington","Barre City","Liberty Union","",181,"Marina Brown",
"","Washington","Barre Town","Liberty Union","",161,"Marina Brown",
"","Orleans","Barton","Liberty Union","",114,"Marina Brown",
"","Lamoille","Belvidere","Liberty Union","",10,"Marina Brown",
"","Bennington","Bennington","Liberty Union","",199,"Marina Brown",
"","Bennington","Bennington","Liberty Union","",217,"Marina Brown",
"","Rutland","Benson","Liberty Union","",29,"Marina Brown",
"","Franklin","Berkshire","Liberty Union","",22,"Marina Brown",
"","Washington","Berlin","Liberty Union","",62,"Marina Brown",
"","Windsor","Bethel","Liberty Union","",53,"Marina Brown",
"","Essex","Bloomfield","Liberty Union","",12,"Marina Brown",
"","Chittenden","Bolton","Liberty Union","",26,"Marina Brown",
"","Orange","Bradford","Liberty Union","",70,"Marina Brown",
"","Orange","Braintree","Liberty Union","",22,"Marina Brown",
"","Rutland","Brandon","Liberty Union","",95,"Marina Brown",
"","Windham","Brattleboro","Liberty Union","",107,"Marina Brown",
"","Windham","Brattleboro","Liberty Union","",145,"Marina Brown",
"","Windham","Brattleboro","Liberty Union","",134,"Marina Brown",
"","Windsor","Bridgewater","Liberty Union","",33,"Marina Brown",
"","Addison","Bridport","Liberty Union","",19,"Marina Brown",
"","Essex","Brighton","Liberty Union","",75,"Marina Brown",
"","Addison","Bristol","Liberty Union","",97,"Marina Brown",
"","Orange","Brookfield","Liberty Union","",42,"Marina Brown",
"","Windham","Brookline","Liberty Union","",14,"Marina Brown",
"","Orleans","Brownington","Liberty Union","",39,"Marina Brown",
"","Essex","Brunswick","Liberty Union","",4,"Marina Brown",
"","Caledonia","Burke","Liberty Union","",53,"Marina Brown",
"","Chittenden","Burlington","Liberty Union","",134,"Marina Brown",
"","Chittenden","Burlington","Liberty Union","",89,"Marina Brown",
"","Chittenden","Burlington","Liberty Union","",196,"Marina Brown",
"","Chittenden","Burlington","Liberty Union","",88,"Marina Brown",
"","Chittenden","Burlington","Liberty Union","",141,"Marina Brown",
"","Chittenden","Burlington","Liberty Union","",50,"Marina Brown",
"","Chittenden","Burlington","Liberty Union","",6,"Marina Brown",
"","Washington","Cabot","Liberty Union","",49,"Marina Brown",
"","Washington","Calais","Liberty Union","",46,"Marina Brown",
"","Lamoille","Cambridge","Liberty Union","",91,"Marina Brown",
"","Essex","Canaan","Liberty Union","",37,"Marina Brown",
"","Rutland","Castleton","Liberty Union","",102,"Marina Brown",
"","Windsor","Cavendish","Liberty Union","",54,"Marina Brown",
"","Orleans","Charleston","Liberty Union","",85,"Marina Brown",
"","Chittenden","Charlotte","Liberty Union","",61,"Marina Brown",
"","Orange","Chelsea","Liberty Union","",32,"Marina Brown",
"","Windsor","Chester","Liberty Union","",107,"Marina Brown",
"","Rutland","Chittenden","Liberty Union","",36,"Marina Brown",
"","Rutland","Clarendon","Liberty Union","",64,"Marina Brown",
"","Chittenden","Colchester","Liberty Union","",94,"Marina Brown",
"","Chittenden","Colchester","Liberty Union","",120,"Marina Brown",
"","Essex","Concord","Liberty Union","",26,"Marina Brown",
"","Orange","Corinth","Liberty Union","",38,"Marina Brown",
"","Addison","Cornwall","Liberty Union","",17,"Marina Brown",
"","Orleans","Coventry","Liberty Union","",55,"Marina Brown",
"","Orleans","Craftsbury","Liberty Union","",48,"Marina Brown",
"","Rutland","Danby","Liberty Union","",45,"Marina Brown",
"","Caledonia","Danville","Liberty Union","",35,"Marina Brown",
"","Orleans","Derby","Liberty Union","",221,"Marina Brown",
"","Bennington","Dorset","Liberty Union","",57,"Marina Brown",
"","Windham","Dover","Liberty Union","",51,"Marina Brown",
"","Windham","Dummerston","Liberty Union","",65,"Marina Brown",
"","Washington","Duxbury","Liberty Union","",36,"Marina Brown",
"","Essex","East Haven","Liberty Union","",18,"Marina Brown",
"","Washington","East Montpelier","Liberty Union","",53,"Marina Brown",
"","Lamoille","Eden","Liberty Union","",28,"Marina Brown",
"","Lamoille","Elmore","Liberty Union","",20,"Marina Brown",
"","Franklin","Enosburgh","Liberty Union","",79,"Marina Brown",
"","Chittenden","Essex","Liberty Union","",104,"Marina Brown",
"","Chittenden","Essex","Liberty Union","",127,"Marina Brown",
"","Chittenden","Essex","Liberty Union","",24,"Marina Brown",
"","Rutland","Fair Haven","Liberty Union","",64,"Marina Brown",
"","Franklin","Fairfax","Liberty Union","",94,"Marina Brown",
"","Franklin","Fairfield","Liberty Union","",25,"Marina Brown",
"","Orange","Fairlee","Liberty Union","",25,"Marina Brown",
"","Washington","Fayston","Liberty Union","",29,"Marina Brown",
"","Addison","Ferrisburgh","Liberty Union","",43,"Marina Brown",
"","Franklin","Fletcher","Liberty Union","",29,"Marina Brown",
"","Franklin","Franklin","Liberty Union","",35,"Marina Brown",
"","Franklin","Georgia","Liberty Union","",94,"Marina Brown",
"","Orleans","Glover","Liberty Union","",67,"Marina Brown",
"","Addison","Goshen","Liberty Union","",6,"Marina Brown",
"","Windham","Grafton","Liberty Union","",18,"Marina Brown",
"","Essex","Granby","Liberty Union","",2,"Marina Brown",
"","Grand Isle","Grand Isle","Liberty Union","",44,"Marina Brown",
"","Addison","Granville","Liberty Union","",7,"Marina Brown",
"","Orleans","Greensboro","Liberty Union","",26,"Marina Brown",
"","Caledonia","Groton","Liberty Union","",37,"Marina Brown",
"","Essex","Guildhall","Liberty Union","",3,"Marina Brown",
"","Windham","Guilford","Liberty Union","",71,"Marina Brown",
"","Windham","Halifax","Liberty Union","",20,"Marina Brown",
"","Addison","Hancock","Liberty Union","",9,"Marina Brown",
"","Caledonia","Hardwick","Liberty Union","",87,"Marina Brown",
"","Windsor","Hartford","Liberty Union","",55,"Marina Brown",
"","Windsor","Hartford","Liberty Union","",229,"Marina Brown",
"","Windsor","Hartland","Liberty Union","",98,"Marina Brown",
"","Franklin","Highgate","Liberty Union","",73,"Marina Brown",
"","Chittenden","Hinesburg","Liberty Union","",0,"Marina Brown",
"","Chittenden","Hinesburg","Liberty Union","",71,"Marina Brown",
"","Orleans","Holland","Liberty Union","",36,"Marina Brown",
"","Rutland","Hubbardton","Liberty Union","",29,"Marina Brown",
"","Chittenden","Huntington","Liberty Union","",49,"Marina Brown",
"","Lamoille","Hyde Park","Liberty Union","",74,"Marina Brown",
"","Rutland","Ira","Liberty Union","",9,"Marina Brown",
"","Orleans","Irasburg","Liberty Union","",48,"Marina Brown",
"","Grand Isle","Isle La Motte","Liberty Union","",15,"Marina Brown",
"","Windham","Jamaica","Liberty Union","",32,"Marina Brown",
"","Orleans","Jay","Liberty Union","",20,"Marina Brown",
"","Chittenden","Jericho","Liberty Union","",77,"Marina Brown",
"","Lamoille","Johnson","Liberty Union","",78,"Marina Brown",
"","Rutland","Killington","Liberty Union","",36,"Marina Brown",
"","Caledonia","Kirby","Liberty Union","",14,"Marina Brown",
"","Bennington","Landgrove","Liberty Union","",6,"Marina Brown",
"","Addison","Leicester","Liberty Union","",18,"Marina Brown",
"","Essex","Lemington","Liberty Union","",5,"Marina Brown",
"","Addison","Lincoln","Liberty Union","",27,"Marina Brown",
"","Windham","Londonderry","Liberty Union","",49,"Marina Brown",
"","Orleans","Lowell","Liberty Union","",40,"Marina Brown",
"","Windsor","Ludlow","Liberty Union","",84,"Marina Brown",
"","Essex","Lunenburg","Liberty Union","",36,"Marina Brown",
