election_value,title
67863,2014 State Representative Progressive Primary Chittenden 3 District
67864,2014 State Representative Progressive Primary Rutland-Windsor 2 District
67865,2014 State Representative Progressive Primary Windham 5 District
67866,2014 State Representative Progressive Primary Addison 1 District
67867,2014 State Representative Progressive Primary Rutland-Bennington District
67868,2014 State Representative Progressive Primary Chittenden 10 District
67869,2014 State Representative Progressive Primary Washington 4 District
67870,2014 State Representative Progressive Primary Windsor-Orange 2 District
67871,2014 State Representative Progressive Primary Windsor 5 District
67872,2014 State Representative Progressive Primary Bennington 1 District
67873,2014 State Representative Progressive Primary Chittenden 1 District
67874,2014 State Representative Progressive Primary Windsor-Orange 1 District
67875,2014 State Representative Progressive Primary Rutland 5-1 District
67876,2014 State Representative Progressive Primary Rutland 5-2 District
67877,2014 State Representative Progressive Primary Rutland 5-3 District
67878,2014 State Representative Progressive Primary Rutland 5-4 District
67879,2014 State Representative Progressive Primary Rutland 4 District
67880,2014 State Representative Progressive Primary Franklin 3-1 District
67881,2014 State Representative Progressive Primary Franklin 3-2 District
67882,2014 State Representative Progressive Primary Chittenden 5-2 District
67883,2014 State Representative Progressive Primary Caledonia 3 District
67884,2014 State Representative Progressive Primary Bennington 3 District
67885,2014 State Representative Progressive Primary Chittenden 5-1 District
67886,2014 State Representative Progressive Primary Franklin 4 District
67887,2014 State Representative Progressive Primary Chittenden 7-1 District
67888,2014 State Representative Progressive Primary Chittenden 7-2 District
67889,2014 State Representative Progressive Primary Chittenden 7-3 District
67890,2014 State Representative Progressive Primary Chittenden 7-4 District
67891,2014 State Representative Progressive Primary Windsor 3-2 District
67892,2014 State Representative Progressive Primary Lamoille 1 District
67893,2014 State Representative Progressive Primary Chittenden 2 District
67894,2014 State Representative Republican Primary Addison 3 District
67895,2014 State Representative Republican Primary Orleans-Caledonia District
67896,2014 State Representative Republican Primary Grand Isle-Chittenden District
67897,2014 State Representative Republican Primary Windsor 3-1 District
67898,2014 State Representative Republican Primary Bennington 4 District
67899,2014 State Representative Republican Primary Windham 3 District
67900,2014 State Representative Republican Primary Franklin 6 District
67901,2014 State Representative Republican Primary Windsor 4-1 District
67902,2014 State Representative Republican Primary Caledonia 1 District
67903,2014 State Representative Republican Primary Washington 3 District
67904,2014 State Representative Republican Primary Washington 2 District
67905,2014 State Representative Republican Primary Lamoille 2 District
67906,2014 State Representative Republican Primary Bennington 2-1 District
67907,2014 State Representative Republican Primary Bennington 2-2 District
67908,2014 State Representative Republican Primary Addison-Rutland District
67909,2014 State Representative Republican Primary Franklin 5 District
67910,2014 State Representative Republican Primary Washington 1 District
67911,2014 State Representative Republican Primary Windsor-Rutland District
67912,2014 State Representative Republican Primary Essex-Caledonia-Orleans District
67913,2014 State Representative Republican Primary Washington-Chittenden District
67914,2014 State Representative Republican Primary Orange 2 District
67915,2014 State Representative Republican Primary Orange-Washington-Addison District
67916,2014 State Representative Republican Primary Rutland 6 District
67917,2014 State Representative Republican Primary Windham 2-1 District
67918,2014 State Representative Republican Primary Windham 2-2 District
67919,2014 State Representative Republican Primary Windham 2-3 District
67920,2014 State Representative Republican Primary Rutland-Windsor 1 District
67921,2014 State Representative Republican Primary Addison 5 District
67922,2014 State Representative Republican Primary Addison 4 District
67923,2014 State Representative Republican Primary Orleans 1 District
67924,2014 State Representative Republican Primary Essex-Caledonia District
67925,2014 State Representative Republican Primary Caledonia 4 District
67926,2014 State Representative Republican Primary Chittenden 6-1 District
67927,2014 State Representative Republican Primary Chittenden 6-2 District
67928,2014 State Representative Republican Primary Chittenden 6-3 District
67929,2014 State Representative Republican Primary Chittenden 6-4 District
67930,2014 State Representative Republican Primary Chittenden 6-5 District
67931,2014 State Representative Republican Primary Chittenden 6-6 District
67932,2014 State Representative Republican Primary Chittenden 6-7 District
67933,2014 State Representative Republican Primary Caledonia-Washington District
67934,2014 State Representative Republican Primary Washington 6 District
67935,2014 State Representative Republican Primary Lamoille 3 District
67936,2014 State Representative Republican Primary Rutland 3 District
67937,2014 State Representative Republican Primary Windsor 2 District
67938,2014 State Representative Republican Primary Chittenden 4-1 District
67939,2014 State Representative Republican Primary Orange 1 District
67940,2014 State Representative Republican Primary Rutland 2 District
67941,2014 State Representative Republican Primary Chittenden 9-1 District
67942,2014 State Representative Republican Primary Chittenden 9-2 District
67943,2014 State Representative Republican Primary Addison 2 District
67944,2014 State Representative Republican Primary Orleans 2 District
67945,2014 State Representative Republican Primary Bennington-Rutland District
67946,2014 State Representative Republican Primary Windham-Bennington District
67947,2014 State Representative Republican Primary Windham 4 District
67948,2014 State Representative Republican Primary Washington 7 District
67949,2014 State Representative Republican Primary Washington 5 District
67950,2014 State Representative Republican Primary Orleans-Lamoille District
67951,2014 State Representative Republican Primary Lamoille-Washington District
67952,2014 State Representative Republican Primary Franklin 7 District
67953,2014 State Representative Republican Primary Chittenden 8-1 District
67954,2014 State Representative Republican Primary Chittenden 8-2 District
67955,2014 State Representative Republican Primary Chittenden 8-3 District
67956,2014 State Representative Republican Primary Franklin 2 District
67957,2014 State Representative Republican Primary Franklin 1 District
67958,2014 State Representative Republican Primary Orange-Caledonia District
67959,2014 State Representative Republican Primary Windham 1 District
67960,2014 State Representative Republican Primary Windham 6 District
67961,2014 State Representative Republican Primary Caledonia 2 District
67962,2014 State Representative Republican Primary Windsor 4-2 District
67963,2014 State Representative Republican Primary Windsor 1 District
67964,2014 State Representative Republican Primary Chittenden 4-2 District
67965,2014 State Representative Republican Primary Rutland 1 District
67966,2014 State Representative Republican Primary Windham-Bennington-Windsor District
67967,2014 State Representative Republican Primary Chittenden 3 District
67968,2014 State Representative Republican Primary Rutland-Windsor 2 District
67969,2014 State Representative Republican Primary Windham 5 District
67970,2014 State Representative Republican Primary Addison 1 District
67971,2014 State Representative Republican Primary Rutland-Bennington District
67972,2014 State Representative Republican Primary Chittenden 10 District
67973,2014 State Representative Republican Primary Washington 4 District
67974,2014 State Representative Republican Primary Windsor-Orange 2 District
67975,2014 State Representative Republican Primary Windsor 5 District
67976,2014 State Representative Republican Primary Bennington 1 District
67977,2014 State Representative Republican Primary Chittenden 1 District
67978,2014 State Representative Republican Primary Windsor-Orange 1 District
67979,2014 State Representative Republican Primary Rutland 5-1 District
67980,2014 State Representative Republican Primary Rutland 5-2 District
67981,2014 State Representative Republican Primary Rutland 5-3 District
67982,2014 State Representative Republican Primary Rutland 5-4 District
67983,2014 State Representative Republican Primary Rutland 4 District
